Mês/Ano,Região,Estado,Produto,Quantidade Processada (t)
03/2019,SUDESTE,Minas Gerais,CANA DE AÇÚCAR,"409381,948"
03/2019,SUDESTE,São Paulo,CANA DE AÇÚCAR,"2304575,114"
03/2019,SUL,Paraná,CANA DE AÇÚCAR,"447595,927"
03/2019,CENTRO OESTE,Goiás,MELAÇO,"134,000"
03/2019,NORDESTE,Alagoas,MELAÇO,"55484,540"
03/2019,NORDESTE,Pernambuco,MELAÇO,"41,100"
03/2019,SUDESTE,Minas Gerais,MELAÇO,"19612,428"
03/2019,SUDESTE,São Paulo,MELAÇO,"29483,777"
03/2019,CENTRO OESTE,Goiás,MILHO,"39025,493"
03/2019,CENTRO OESTE,Mato Grosso,MILHO,"202805,404"
03/2019,SUDESTE,São Paulo,MILHO,"3233,901"
03/2019,SUL,Paraná,MILHO,"4585,110"
03/2019,CENTRO OESTE,Mato Grosso,OUTRAS MATÉRIAS - PRIMAS,"1106,714"
03/2019,SUDESTE,São Paulo,OUTRAS MATÉRIAS - PRIMAS,"11091,795"
03/2019,SUL,Paraná,OUTRAS MATÉRIAS - PRIMAS,"158,357"
02/2019,SUDESTE,São Paulo,BAGAÇO OU PALHA DE CANA,"5458,980"
02/2019,CENTRO OESTE,Goiás,CANA DE AÇÚCAR,"124640,700"
02/2019,CENTRO OESTE,Mato Grosso do Sul,CANA DE AÇÚCAR,"499705,414"
02/2019,NORDESTE,Alagoas,CANA DE AÇÚCAR,"513731,431"
02/2019,NORDESTE,Paraíba,CANA DE AÇÚCAR,"125501,280"
02/2019,NORDESTE,Pernambuco,CANA DE AÇÚCAR,"184127,529"
02/2019,NORDESTE,Rio Grande do Norte,CANA DE AÇÚCAR,"13024,800"
02/2019,NORDESTE,Sergipe,CANA DE AÇÚCAR,"25178,563"
02/2019,SUDESTE,Espírito Santo,CANA DE AÇÚCAR,"9745,440"
02/2019,SUDESTE,São Paulo,CANA DE AÇÚCAR,"64729,101"
02/2019,SUL,Paraná,CANA DE AÇÚCAR,"55778,560"
02/2019,NORDESTE,Alagoas,MELAÇO,"77436,212"
02/2019,NORDESTE,Pernambuco,MELAÇO,"25325,775"
02/2019,SUDESTE,São Paulo,MELAÇO,"4203,393"
02/2019,SUL,Paraná,MELAÇO,"229,838"
02/2019,CENTRO OESTE,Goiás,MILHO,"51617,643"
02/2019,CENTRO OESTE,Mato Grosso,MILHO,"150205,635"
02/2019,SUDESTE,São Paulo,MILHO,"3379,227"
02/2019,SUL,Paraná,MILHO,"1618,950"
02/2019,SUDESTE,São Paulo,OUTRAS MATÉRIAS - PRIMAS,"8659,240"
01/2019,SUDESTE,São Paulo,BAGAÇO OU PALHA DE CANA,"6513,650"
01/2019,CENTRO OESTE,Mato Grosso do Sul,CANA DE AÇÚCAR,"650437,400"
01/2019,NORDESTE,Alagoas,CANA DE AÇÚCAR,"1090378,479"
01/2019,NORDESTE,Paraíba,CANA DE AÇÚCAR,"324653,897"
01/2019,NORDESTE,Pernambuco,CANA DE AÇÚCAR,"469546,239"
01/2019,NORDESTE,Rio Grande do Norte,CANA DE AÇÚCAR,"173786,980"
01/2019,NORDESTE,Sergipe,CANA DE AÇÚCAR,"194351,363"
01/2019,NORTE,Pará,CANA DE AÇÚCAR,"39400,339"
01/2019,SUDESTE,Espírito Santo,CANA DE AÇÚCAR,"130437,208"
01/2019,SUDESTE,Minas Gerais,CANA DE AÇÚCAR,"7071,370"
01/2019,SUDESTE,São Paulo,CANA DE AÇÚCAR,"173070,191"
01/2019,SUL,Paraná,CANA DE AÇÚCAR,"19077,380"
01/2019,NORDESTE,Alagoas,MELAÇO,"99221,386"
01/2019,NORDESTE,Paraíba,MELAÇO,"30,000"
01/2019,NORDESTE,Pernambuco,MELAÇO,"52593,326"
01/2019,SUDESTE,São Paulo,MELAÇO,"3912,735"
01/2019,CENTRO OESTE,Goiás,MILHO,"72178,859"
01/2019,CENTRO OESTE,Mato Grosso,MILHO,"161193,244"
01/2019,SUDESTE,São Paulo,MILHO,"3421,777"
01/2019,SUL,Paraná,MILHO,"6246,250"
01/2019,SUDESTE,São Paulo,OUTRAS MATÉRIAS - PRIMAS,"10778,801"
01/2019,SUL,Paraná,OUTRAS MATÉRIAS - PRIMAS,"568,842"
